Student ID,Name,Gender,Age,GPA,Major,Interested Domain,Projects,Future Career,Python,SQL,Java
2360,Student_2360,Male,21,3.7,Computer Science,Computer Graphics,Game Engine,Game Developer,Weak,Strong,Weak
2361,Student_2361,Male,25,3.6,Computer Science,Software Development,Enterprise App,Full Stack Developer,Weak,Weak,Average
2362,Student_2362,Male,22,3.5,Computer Science,Blockchain Technology,Supply Chain Blockchain,Smart Contract Developer,Strong,Strong,Average
2363,Student_2363,Male,21,3.9,Computer Science,Web Development,CMS Development,Frontend Developer,Weak,Weak,Weak
2364,Student_2364,Male,25,3.7,Computer Science,Artificial Intelligence,Chatbot Development,Data Analyst,Weak,Average,Weak
2365,Student_2365,Female,22,2.9,Computer Science,Database Management,SQL Optimization,Data Analyst,Weak,Average,Strong
2366,Student_2366,Male,25,3.9,Computer Science,Human-Computer Interaction,Usability Testing,UX Engineer,Strong,Strong,Weak
2367,Student_2367,Female,21,2.9,Computer Science,Bioinformatics,Protein Structure,Bioinformatics Engineer,Strong,Strong,Strong
2368,Student_2368,Male,25,3.8,Computer Science,Natural Language Processing,Named Entity Recognition,AI Researcher,Weak,Weak,Weak
2369,Student_2369,Male,25,2.9,Computer Science,Database Management,Data Warehouse,Data Analyst,Average,Average,Strong
2370,Student_2370,Male,19,3.3,Computer Science,Machine Learning,Fraud Detection,Machine Learning Engineer,Average,Weak,Weak
2371,Student_2371,Male,21,3.7,Computer Science,Software Development,Enterprise App,Software Engineer,Weak,Strong,Strong
2372,Student_2372,Male,26,3.2,Computer Science,Web Development,CMS Development,Frontend Developer,Strong,Strong,Weak
2373,Student_2373,Female,24,3.3,Computer Science,Software Engineering,DevOps Pipeline,Software Engineer,Average,Average,Average
2374,Student_2374,Female,22,3.4,Computer Science,Blockchain Technology,DeFi Application,Blockchain Developer,Weak,Strong,Strong
2375,Student_2375,Female,20,3.3,Computer Science,Software Development,ERP System,Software Engineer,Weak,Average,Strong
2376,Student_2376,Female,24,3.6,Computer Science,Network Security,Packet Analysis,Penetration Tester,Average,Strong,Strong
2377,Student_2377,Male,25,4.0,Computer Science,Data Mining,Pattern Recognition,Data Engineer,Strong,Strong,Weak
2378,Student_2378,Female,20,3.3,Computer Science,Game Development,Multiplayer Game,Game Developer,Strong,Average,Strong
2379,Student_2379,Male,24,3.5,Computer Science,Cybersecurity,Vulnerability Assessment,Penetration Tester,Average,Weak,Average
2380,Student_2380,Female,23,3.3,Computer Science,Software Engineering,Agile Project,Full Stack Developer,Strong,Average,Strong
2381,Student_2381,Female,25,3.1,Computer Science,Cybersecurity,IDS System,Penetration Tester,Strong,Weak,Average
2382,Student_2382,Male,26,3.5,Computer Science,Blockchain Technology,NFT Marketplace,Blockchain Developer,Weak,Average,Strong
2383,Student_2383,Female,25,3.6,Computer Science,Computer Graphics,Animation System,Graphics Programmer,Average,Strong,Average
2384,Student_2384,Male,25,3.8,Computer Science,Mobile App Development,Android App,Mobile App Developer,Strong,Weak,Strong
2385,Student_2385,Female,20,3.9,Computer Science,Natural Language Processing,Text Classification,AI Researcher,Average,Average,Strong
2386,Student_2386,Male,25,3.1,Computer Science,Game Development,Multiplayer Game,Graphics Programmer,Strong,Strong,Weak
2387,Student_2387,Female,19,3.0,Computer Science,Artificial Intelligence,Neural Network,Data Analyst,Weak,Weak,Weak
2388,Student_2388,Female,26,3.9,Computer Science,Game Development,Game AI,Game Developer,Average,Strong,Strong
2389,Student_2389,Male,24,3.5,Computer Science,Computer Graphics,Shader Development,Game Developer,Strong,Weak,Strong
2390,Student_2390,Male,19,3.7,Computer Science,Computer Vision,Object Tracking,AI Researcher,Weak,Weak,Average
2391,Student_2391,Male,24,3.3,Computer Science,Database Management,SQL Optimization,Data Scientist,Strong,Average,Strong
2392,Student_2392,Male,26,2.9,Computer Science,Database Management,SQL Optimization,Data Analyst,Average,Average,Average
2393,Student_2393,Male,20,2.9,Computer Science,IoT (Internet of Things),Industrial IoT,IoT Developer,Average,Average,Strong
2394,Student_2394,Female,26,3.8,Computer Science,Human-Computer Interaction,Accessibility Tool,UX Designer,Weak,Average,Strong
2395,Student_2395,Female,19,3.8,Computer Science,Mobile App Development,Cross-Platform App,Mobile App Developer,Average,Strong,Average
2396,Student_2396,Female,26,3.9,Computer Science,Game Development,3D RPG Game,Game Developer,Weak,Weak,Average
2397,Student_2397,Male,24,3.9,Computer Science,Cybersecurity,Vulnerability Assessment,Information Security Analyst,Average,Weak,Weak
2398,Student_2398,Female,26,3.2,Computer Science,Cloud Computing,GCP Architecture,Cloud Architect,Strong,Strong,Strong
2399,Student_2399,Female,22,3.1,Computer Science,Computer Graphics,Animation System,Game Developer,Average,Average,Strong
2400,Student_2400,Male,24,3.8,Computer Science,Bioinformatics,Genomic Database,Healthcare IT Specialist,Average,Weak,Weak
2401,Student_2401,Male,21,3.2,Computer Science,Artificial Intelligence,Reinforcement Learning Agent,Data Analyst,Weak,Weak,Average
2402,Student_2402,Male,20,3.3,Computer Science,Bioinformatics,DNA Sequence Analysis,Healthcare IT Specialist,Weak,Strong,Weak
2403,Student_2403,Female,23,4.0,Computer Science,Data Mining,Pattern Recognition,Data Scientist,Strong,Weak,Strong
2404,Student_2404,Female,24,3.2,Computer Science,IoT (Internet of Things),Smart Agriculture,IoT Developer,Strong,Weak,Strong
2405,Student_2405,Male,24,3.0,Computer Science,Machine Learning,Object Detection,Data Scientist,Strong,Strong,Average
2406,Student_2406,Female,20,3.4,Computer Science,Web Development,Online Marketplace,Database Administrator,Weak,Strong,Average
2407,Student_2407,Male,23,2.9,Computer Science,Data Science,Predictive Modeling,Data Analyst,Weak,Strong,Strong
2408,Student_2408,Male,24,3.1,Computer Science,Natural Language Processing,Named Entity Recognition,AI Researcher,Average,Average,Average
2409,Student_2409,Male,26,3.7,Computer Science,Cybersecurity,Vulnerability Assessment,Penetration Tester,Average,Strong,Strong
2410,Student_2410,Male,23,3.8,Computer Science,Web Development,Social Media Platform,Full Stack Developer,Strong,Average,Strong
2411,Student_2411,Male,22,3.1,Computer Science,Computer Graphics,Shader Development,Graphics Programmer,Weak,Weak,Average
2412,Student_2412,Male,22,2.9,Computer Science,Database Management,SQL Optimization,Data Scientist,Strong,Weak,Average
2413,Student_2413,Male,20,3.4,Computer Science,Human-Computer Interaction,Interactive Dashboard,UX Designer,Weak,Average,Weak
2414,Student_2414,Female,21,3.0,Computer Science,Network Security,Intrusion Detection,Penetration Tester,Average,Strong,Average
2415,Student_2415,Female,22,3.3,Computer Science,Software Engineering,DevOps Pipeline,Software Engineer,Average,Weak,Weak
2416,Student_2416,Male,24,2.9,Computer Science,Software Engineering,Agile Project,Software Engineer,Average,Strong,Weak
2417,Student_2417,Female,26,3.8,Computer Science,Computer Vision,Autonomous Vehicle Vision,AI Researcher,Weak,Average,Average
2418,Student_2418,Male,22,3.9,Computer Science,Game Development,3D RPG Game,Game Developer,Strong,Average,Strong
2419,Student_2419,Female,23,3.1,Computer Science,Game Development,3D RPG Game,Game Developer,Strong,Strong,Strong
2420,Student_2420,Male,20,3.5,Computer Science,Software Engineering,DevOps Pipeline,Full Stack Developer,Strong,Strong,Strong
2421,Student_2421,Male,23,3.4,Computer Science,Software Development,ERP System,Full Stack Developer,Strong,Average,Strong
2422,Student_2422,Female,24,3.2,Computer Science,Game Development,Multiplayer Game,Game Developer,Strong,Strong,Strong
2423,Student_2423,Female,21,3.2,Computer Science,Natural Language Processing,Text Classification,Machine Learning Engineer,Strong,Average,Average
2424,Student_2424,Female,20,3.0,Computer Science,Human-Computer Interaction,UI Prototype,UX Engineer,Strong,Weak,Weak
2425,Student_2425,Female,20,3.6,Computer Science,Cybersecurity,Vulnerability Assessment,Security Analyst,Strong,Strong,Weak
2426,Student_2426,Female,20,3.2,Computer Science,Natural Language Processing,Chatbot NLP,AI Researcher,Average,Strong,Strong
2427,Student_2427,Male,20,3.4,Computer Science,Mobile App Development,iOS App,Mobile App Developer,Average,Average,Weak
2428,Student_2428,Female,20,3.4,Computer Science,Machine Learning,Object Detection,Machine Learning Engineer,Strong,Weak,Weak
2429,Student_2429,Female,24,3.8,Computer Science,Software Development,ERP System,Database Administrator,Weak,Strong,Average
2430,Student_2430,Female,20,3.0,Computer Science,Cybersecurity,IDS System,Penetration Tester,Average,Average,Strong
2431,Student_2431,Female,22,3.4,Computer Science,Software Engineering,Design Patterns,Full Stack Developer,Strong,Weak,Strong
2432,Student_2432,Male,19,2.9,Computer Science,Cybersecurity,Security Audit,Security Analyst,Weak,Strong,Strong
2433,Student_2433,Female,24,3.2,Computer Science,Cloud Computing,CI/CD Pipeline,Cloud Engineer,Weak,Strong,Average
2434,Student_2434,Female,20,3.5,Computer Science,Web Development,Portfolio Website,Frontend Developer,Strong,Average,Weak
2435,Student_2435,Male,26,2.9,Computer Science,Human-Computer Interaction,UI Prototype,UX Designer,Weak,Average,Average
2436,Student_2436,Male,25,3.8,Computer Science,Database Management,NoSQL Migration,Data Analyst,Weak,Average,Strong
2437,Student_2437,Female,22,3.6,Computer Science,Game Development,3D RPG Game,Game Developer,Average,Weak,Weak
2438,Student_2438,Female,25,3.6,Computer Science,Database Management,ETL Pipeline,Database Administrator,Weak,Strong,Weak
2439,Student_2439,Female,25,3.6,Computer Science,Software Development,REST API Development,Machine Learning Engineer,Strong,Average,Average
2440,Student_2440,Male,20,3.0,Computer Science,Game Development,3D RPG Game,Game Developer,Strong,Average,Strong
2441,Student_2441,Male,26,3.5,Computer Science,Game Development,Multiplayer Game,Game Developer,Weak,Average,Strong
2442,Student_2442,Female,25,3.5,Computer Science,Data Mining,Pattern Recognition,Data Analyst,Average,Weak,Weak
2443,Student_2443,Female,23,3.4,Computer Science,Artificial Intelligence,Neural Network,Data Analyst,Weak,Average,Weak
2444,Student_2444,Female,22,3.5,Computer Science,Software Development,Microservices,Software Engineer,Weak,Weak,Weak
2445,Student_2445,Male,25,3.8,Computer Science,Software Engineering,Design Patterns,Software Engineer,Strong,Average,Average
2446,Student_2446,Male,22,3.1,Computer Science,Cybersecurity,IDS System,Security Analyst,Weak,Average,Strong
2447,Student_2447,Female,26,3.3,Computer Science,Blockchain Technology,NFT Marketplace,Blockchain Developer,Weak,Weak,Strong
2448,Student_2448,Male,21,3.6,Computer Science,Game Development,Multiplayer Game,Game Developer,Strong,Strong,Strong
2449,Student_2449,Female,24,3.4,Computer Science,Machine Learning,Recommendation Engine,Data Scientist,Strong,Average,Strong
2450,Student_2450,Female,20,3.9,Computer Science,Web Development,Portfolio Website,Full Stack Developer,Average,Strong,Strong
2451,Student_2451,Male,20,4.0,Computer Science,Natural Language Processing,Machine Translation,AI Researcher,Weak,Weak,Strong
2452,Student_2452,Male,26,3.2,Computer Science,Game Development,Multiplayer Game,Graphics Programmer,Strong,Weak,Weak
2453,Student_2453,Male,22,3.7,Computer Science,Database Management,Database Replication,Data Analyst,Average,Average,Strong
2454,Student_2454,Male,19,2.8,Computer Science,Database Management,NoSQL Migration,Data Analyst,Average,Average,Average
2455,Student_2455,Female,19,3.0,Computer Science,Bioinformatics,DNA Sequence Analysis,Healthcare IT Specialist,Strong,Weak,Average
2456,Student_2456,Male,23,3.2,Computer Science,Machine Learning,Recommendation Engine,Data Analyst,Weak,Average,Weak
2457,Student_2457,Female,26,2.8,Computer Science,Software Development,Enterprise App,Software Engineer,Weak,Weak,Strong
2458,Student_2458,Female,23,2.8,Computer Science,Cybersecurity,Penetration Testing,Security Analyst,Average,Average,Weak
2459,Student_2459,Male,19,3.2,Computer Science,Web Development,CMS Development,Frontend Developer,Weak,Weak,Average
2460,Student_2460,Male,21,2.9,Computer Science,Bioinformatics,Genomic Database,Bioinformatics Engineer,Strong,Strong,Average
2461,Student_2461,Male,25,3.7,Computer Science,Mobile App Development,AR Mobile App,Mobile App Developer,Average,Weak,Strong
2462,Student_2462,Male,22,3.0,Computer Science,Mobile App Development,AR Mobile App,iOS Developer,Average,Weak,Weak
2463,Student_2463,Female,19,3.6,Computer Science,Computer Graphics,Animation System,Computer Vision Engineer,Strong,Average,Weak
2464,Student_2464,Male,19,3.6,Computer Science,Cybersecurity,IDS System,Information Security Analyst,Average,Average,Strong
2465,Student_2465,Male,21,2.8,Computer Science,Software Engineering,Testing Framework,Software Engineer,Average,Strong,Average
2466,Student_2466,Male,19,3.1,Computer Science,Software Engineering,Design Patterns,Software Engineer,Weak,Weak,Average
2467,Student_2467,Male,26,3.0,Computer Science,Natural Language Processing,Text Classification,AI Researcher,Weak,Weak,Weak
2468,Student_2468,Female,24,2.9,Computer Science,Software Development,Microservices,Software Engineer,Average,Weak,Weak
2469,Student_2469,Male,26,3.5,Computer Science,Mobile App Development,Mobile Game,Mobile App Developer,Weak,Average,Weak
2470,Student_2470,Male,22,3.3,Computer Science,Artificial Intelligence,Reinforcement Learning Agent,Machine Learning Engineer,Average,Average,Weak
2471,Student_2471,Male,21,3.0,Computer Science,Computer Graphics,VR Environment,Graphics Programmer,Weak,Weak,Average
2472,Student_2472,Male,23,3.7,Computer Science,Software Engineering,Agile Project,Software Engineer,Weak,Strong,Average
2473,Student_2473,Male,25,3.5,Computer Science,Computer Graphics,Animation System,Graphics Programmer,Average,Weak,Average
2474,Student_2474,Female,19,3.4,Computer Science,Network Security,VPN Setup,Security Analyst,Weak,Weak,Weak
2475,Student_2475,Male,21,2.9,Computer Science,Cybersecurity,Penetration Testing,Security Analyst,Weak,Strong,Strong
2476,Student_2476,Female,23,3.7,Computer Science,Computer Vision,Gesture Detection,AI Researcher,Average,Strong,Average
2477,Student_2477,Female,19,3.3,Computer Science,Data Mining,Data Clustering,Data Engineer,Average,Strong,Strong
2478,Student_2478,Female,23,3.3,Computer Science,Artificial Intelligence,AI Recommendation System,Data Scientist,Strong,Average,Average
2479,Student_2479,Male,25,3.7,Computer Science,Data Science,Data Analytics Dashboard,Data Analyst,Average,Strong,Strong
2480,Student_2480,Female,23,3.1,Computer Science,Bioinformatics,Protein Structure,Healthcare IT Specialist,Weak,Average,Weak
2481,Student_2481,Female,24,3.1,Computer Science,Natural Language Processing,Chatbot NLP,Machine Learning Engineer,Strong,Weak,Weak
2482,Student_2482,Male,22,3.8,Computer Science,Mobile App Development,Mobile Game,Mobile App Developer,Weak,Weak,Strong
2483,Student_2483,Male,19,2.8,Computer Science,Data Mining,Pattern Recognition,Data Analyst,Weak,Average,Average
2484,Student_2484,Female,26,3.3,Computer Science,Data Science,Data Analytics Dashboard,Data Analyst,Weak,Strong,Strong
2485,Student_2485,Male,20,2.8,Computer Science,Cloud Computing,CI/CD Pipeline,DevOps Engineer,Weak,Strong,Weak
2486,Student_2486,Male,25,3.5,Computer Science,Mobile App Development,Android App,Mobile App Developer,Average,Weak,Weak
2487,Student_2487,Female,19,3.4,Computer Science,Blockchain Technology,DeFi Application,Blockchain Developer,Weak,Weak,Strong
2488,Student_2488,Male,25,3.2,Computer Science,Game Development,2D Platformer,Graphics Programmer,Strong,Strong,Average
2489,Student_2489,Female,22,2.9,Computer Science,Data Mining,Association Rule Mining,Data Analyst,Average,Weak,Weak
2490,Student_2490,Male,20,3.8,Computer Science,Cloud Computing,Kubernetes Cluster,Cloud Engineer,Weak,Weak,Strong
2491,Student_2491,Female,24,3.5,Computer Science,Human-Computer Interaction,UI Prototype,Frontend Developer,Average,Weak,Strong
2492,Student_2492,Female,19,4.0,Computer Science,Human-Computer Interaction,Usability Testing,UX Engineer,Strong,Average,Weak
2493,Student_2493,Female,24,3.1,Computer Science,Software Development,REST API Development,Software Engineer,Weak,Average,Weak
2494,Student_2494,Female,25,3.1,Computer Science,Game Development,Physics Engine,Graphics Programmer,Strong,Strong,Average
2495,Student_2495,Female,19,2.9,Computer Science,Computer Vision,Autonomous Vehicle Vision,AI Researcher,Weak,Strong,Weak
2496,Student_2496,Male,26,3.0,Computer Science,Cybersecurity,IDS System,Security Analyst,Weak,Strong,Strong
2497,Student_2497,Male,26,3.0,Computer Science,Bioinformatics,Drug Discovery,Healthcare IT Specialist,Weak,Weak,Average
2498,Student_2498,Male,25,3.7,Computer Science,Mobile App Development,Cross-Platform App,Mobile App Developer,Weak,Average,Weak
2499,Student_2499,Male,20,2.8,Computer Science,Computer Graphics,Game Engine,Graphics Programmer,Weak,Average,Average
2500,Student_2500,Female,20,2.9,Computer Science,IoT (Internet of Things),Environmental Sensor,Embedded Systems Engineer,Strong,Strong,Average
2501,Student_2501,Female,20,3.1,Computer Science,Machine Learning,Sentiment Analysis,Machine Learning Engineer,Average,Strong,Weak
2502,Student_2502,Female,19,3.1,Computer Science,Data Science,Data Analytics Dashboard,Data Analyst,Average,Strong,Weak
2503,Student_2503,Male,20,3.4,Computer Science,Data Science,Data Analytics Dashboard,Data Analyst,Weak,Strong,Weak
2504,Student_2504,Male,24,4.0,Computer Science,Machine Learning,Object Detection,Data Analyst,Weak,Strong,Strong
2505,Student_2505,Male,26,3.9,Computer Science,Software Development,Enterprise App,Database Administrator,Weak,Strong,Average
2506,Student_2506,Female,25,3.9,Computer Science,Computer Vision,Autonomous Vehicle Vision,AI Researcher,Average,Weak,Strong
2507,Student_2507,Male,23,4.0,Computer Science,Data Science,Predictive Modeling,AI Researcher,Strong,Weak,Weak
2508,Student_2508,Female,21,3.2,Computer Science,Game Development,2D Platformer,Graphics Programmer,Weak,Strong,Weak
2509,Student_2509,Male,25,3.0,Computer Science,Machine Learning,Sentiment Analysis,Data Analyst,Weak,Strong,Strong
2510,Student_2510,Female,25,3.6,Computer Science,Natural Language Processing,Chatbot NLP,Machine Learning Engineer,Strong,Average,Average
2511,Student_2511,Female,26,3.9,Computer Science,Cybersecurity,Firewall Configuration,Penetration Tester,Average,Weak,Strong
2512,Student_2512,Male,19,3.4,Computer Science,Human-Computer Interaction,Eye Tracking Study,Frontend Developer,Strong,Average,Average
2513,Student_2513,Female,26,4.0,Computer Science,Database Management,ETL Pipeline,Data Analyst,Weak,Weak,Average
2514,Student_2514,Female,19,3.8,Computer Science,Computer Graphics,Game Engine,Graphics Programmer,Weak,Weak,Average
2515,Student_2515,Male,24,3.0,Computer Science,Computer Graphics,Animation System,Game Developer,Strong,Average,Strong
2516,Student_2516,Male,19,3.0,Computer Science,Computer Vision,Medical Image Analysis,Machine Learning Engineer,Strong,Strong,Average
2517,Student_2517,Female,22,3.7,Computer Science,Game Development,Multiplayer Game,Game Developer,Average,Strong,Weak
2518,Student_2518,Female,19,3.4,Computer Science,IoT (Internet of Things),Smart Agriculture,IoT Developer,Weak,Strong,Weak
2519,Student_2519,Male,21,3.8,Computer Science,Game Development,Game AI,Game Developer,Average,Weak,Average
2520,Student_2520,Male,22,3.6,Computer Science,Software Development,Enterprise App,Software Engineer,Average,Average,Weak
2521,Student_2521,Female,19,3.2,Computer Science,Artificial Intelligence,Chatbot Development,Data Scientist,Strong,Average,Weak
2522,Student_2522,Female,19,3.7,Computer Science,Cloud Computing,Kubernetes Cluster,Cloud Engineer,Weak,Weak,Strong
2523,Student_2523,Male,20,3.0,Computer Science,Data Science,Statistical Analysis,Data Analyst,Weak,Weak,Strong
2524,Student_2524,Male,22,3.2,Computer Science,Software Development,REST API Development,Software Engineer,Weak,Weak,Weak
2525,Student_2525,Female,19,3.8,Computer Science,Web Development,Online Marketplace,Full Stack Developer,Strong,Weak,Strong
2526,Student_2526,Male,23,3.7,Computer Science,Web Development,Online Marketplace,Software Engineer,Weak,Average,Strong
2527,Student_2527,Female,19,3.4,Computer Science,Web Development,CMS Development,Full Stack Developer,Strong,Average,Strong
2528,Student_2528,Male,19,3.1,Computer Science,Web Development,Full-Stack Web App,Frontend Developer,Weak,Average,Average
2529,Student_2529,Male,26,3.8,Computer Science,Data Mining,Pattern Recognition,Data Engineer,Strong,Strong,Strong
2530,Student_2530,Female,20,3.1,Computer Science,Cybersecurity,Security Audit,Penetration Tester,Strong,Weak,Strong
2531,Student_2531,Male,21,2.9,Computer Science,Computer Vision,Face Recognition,Machine Learning Engineer,Strong,Strong,Strong
2532,Student_2532,Male,22,3.1,Computer Science,Database Management,Database Replication,Data Engineer,Strong,Strong,Average
2533,Student_2533,Male,19,3.9,Computer Science,Data Mining,Association Rule Mining,Data Analyst,Weak,Weak,Average
2534,Student_2534,Female,26,3.7,Computer Science,Machine Learning,Sentiment Analysis,Machine Learning Engineer,Strong,Weak,Strong
2535,Student_2535,Male,21,3.1,Computer Science,Human-Computer Interaction,UI Prototype,UX Designer,Weak,Weak,Strong
2536,Student_2536,Female,20,3.3,Computer Science,Database Management,NoSQL Migration,Data Analyst,Weak,Weak,Weak
2537,Student_2537,Female,21,3.5,Computer Science,Computer Vision,Gesture Detection,Machine Learning Engineer,Strong,Weak,Weak
2538,Student_2538,Male,25,3.8,Computer Science,Software Development,REST API Development,Database Administrator,Weak,Strong,Weak
2539,Student_2539,Female,20,3.0,Computer Science,Software Development,E-commerce Website,Machine Learning Engineer,Average,Weak,Weak
2540,Student_2540,Male,19,3.7,Computer Science,Cloud Computing,AWS Deployment,DevOps Engineer,Weak,Average,Weak
2541,Student_2541,Female,20,3.2,Computer Science,Software Engineering,Agile Project,DevOps Engineer,Weak,Weak,Weak
2542,Student_2542,Female,25,3.9,Computer Science,Software Development,E-commerce Website,Software Engineer,Average,Weak,Weak
2543,Student_2543,Male,24,3.7,Computer Science,Mobile App Development,iOS App,Mobile App Developer,Average,Strong,Strong
2544,Student_2544,Male,21,3.7,Computer Science,Data Mining,Pattern Recognition,Data Scientist,Strong,Average,Average
2545,Student_2545,Female,26,3.8,Computer Science,IoT (Internet of Things),Smart Home System,IoT Developer,Average,Average,Average
2546,Student_2546,Male,26,3.0,Computer Science,Human-Computer Interaction,UI Prototype,Frontend Developer,Average,Average,Average
2547,Student_2547,Female,24,3.0,Computer Science,Machine Learning,Object Detection,Data Scientist,Strong,Average,Weak
2548,Student_2548,Female,19,2.8,Computer Science,Mobile App Development,Mobile Game,Mobile App Developer,Average,Average,Weak
2549,Student_2549,Male,26,4.0,Computer Science,Database Management,SQL Optimization,Data Analyst,Average,Average,Average
2550,Student_2550,Female,19,3.6,Computer Science,Computer Graphics,3D Rendering,Graphics Programmer,Average,Strong,Average
2551,Student_2551,Female,21,3.7,Computer Science,Machine Learning,Recommendation Engine,Data Analyst,Weak,Average,Average
2552,Student_2552,Female,23,4.0,Computer Science,Natural Language Processing,Text Classification,NLP Engineer,Strong,Strong,Average
2553,Student_2553,Male,22,3.6,Computer Science,Cybersecurity,Penetration Testing,Penetration Tester,Average,Strong,Average
2554,Student_2554,Female,21,3.4,Computer Science,Software Engineering,Agile Project,DevOps Engineer,Strong,Strong,Average
2555,Student_2555,Female,19,3.8,Computer Science,Database Management,Database Replication,Data Engineer,Average,Strong,Strong
2556,Student_2556,Female,24,3.6,Computer Science,Mobile App Development,AR Mobile App,Mobile App Developer,Strong,Average,Strong
2557,Student_2557,Male,26,3.6,Computer Science,Cloud Computing,Azure Migration,DevOps Engineer,Weak,Average,Weak
2558,Student_2558,Female,25,3.9,Computer Science,Database Management,Database Replication,Data Engineer,Average,Strong,Weak
2559,Student_2559,Female,19,3.6,Computer Science,Mobile App Development,Android App,Mobile App Developer,Average,Weak,Strong
2560,Student_2560,Male,25,3.7,Computer Science,Data Mining,Data Clustering,Data Scientist,Strong,Average,Average
2561,Student_2561,Male,21,3.8,Computer Science,Software Development,ERP System,Machine Learning Engineer,Strong,Weak,Weak
2562,Student_2562,Male,21,3.3,Computer Science,Data Mining,Pattern Recognition,Data Engineer,Average,Strong,Weak
2563,Student_2563,Female,26,3.7,Computer Science,Machine Learning,Object Detection,Machine Learning Engineer,Average,Weak,Weak
2564,Student_2564,Male,25,3.3,Computer Science,Computer Vision,Gesture Detection,Machine Learning Engineer,Weak,Average,Weak
2565,Student_2565,Female,19,3.0,Computer Science,Blockchain Technology,Smart Contract,Blockchain Developer,Weak,Strong,Weak
2566,Student_2566,Male,25,3.1,Computer Science,Web Development,Social Media Platform,Database Administrator,Weak,Strong,Average
2567,Student_2567,Male,20,3.9,Computer Science,IoT (Internet of Things),Smart Home System,IoT Developer,Weak,Average,Average
2568,Student_2568,Female,22,3.6,Computer Science,Game Development,3D RPG Game,Game Developer,Average,Weak,Average
2569,Student_2569,Male,20,3.1,Computer Science,Database Management,Data Warehouse,Data Analyst,Average,Average,Weak
2570,Student_2570,Male,22,3.3,Computer Science,Natural Language Processing,Text Classification,Machine Learning Engineer,Strong,Average,Average
2571,Student_2571,Female,24,3.1,Computer Science,Blockchain Technology,Smart Contract,Smart Contract Developer,Strong,Average,Average
2572,Student_2572,Male,26,3.1,Computer Science,Web Development,CMS Development,Software Engineer,Weak,Strong,Strong
2573,Student_2573,Female,19,2.9,Computer Science,Machine Learning,Recommendation Engine,Data Analyst,Weak,Weak,Strong
2574,Student_2574,Female,25,3.8,Computer Science,Computer Graphics,Shader Development,Game Developer,Average,Weak,Weak
2575,Student_2575,Male,26,3.6,Computer Science,Software Engineering,Agile Project,Software Engineer,Average,Weak,Strong
2576,Student_2576,Male,25,3.2,Computer Science,Mobile App Development,AR Mobile App,Mobile App Developer,Strong,Strong,Strong
2577,Student_2577,Male,21,4.0,Computer Science,Computer Graphics,3D Rendering,Graphics Programmer,Average,Strong,Average
2578,Student_2578,Male,19,3.9,Computer Science,Data Science,Customer Segmentation,Data Analyst,Weak,Strong,Strong
2579,Student_2579,Male,23,3.9,Computer Science,Machine Learning,Object Detection,Data Analyst,Weak,Average,Average
2580,Student_2580,Female,22,3.1,Computer Science,Mobile App Development,AR Mobile App,Mobile App Developer,Strong,Weak,Strong
2581,Student_2581,Male,25,3.1,Computer Science,Cloud Computing,GCP Architecture,DevOps Engineer,Weak,Weak,Weak
2582,Student_2582,Male,22,3.6,Computer Science,Blockchain Technology,Supply Chain Blockchain,Smart Contract Developer,Strong,Strong,Average
2583,Student_2583,Male,19,3.9,Computer Science,Database Management,Data Warehouse,Data Analyst,Average,Weak,Average
2584,Student_2584,Male,20,3.7,Computer Science,IoT (Internet of Things),Smart Home System,IoT Developer,Average,Strong,Strong
2585,Student_2585,Female,26,3.9,Computer Science,Cybersecurity,Vulnerability Assessment,Security Analyst,Average,Weak,Weak
2586,Student_2586,Male,22,2.9,Computer Science,Computer Graphics,Shader Development,Graphics Programmer,Average,Average,Weak
2587,Student_2587,Female,26,3.3,Computer Science,Web Development,Online Marketplace,Full Stack Developer,Average,Weak,Strong
2588,Student_2588,Male,21,3.9,Computer Science,Software Engineering,Agile Project,Full Stack Developer,Strong,Strong,Strong
2589,Student_2589,Male,21,3.8,Computer Science,Artificial Intelligence,AI Recommendation System,AI Researcher,Average,Weak,Average
2590,Student_2590,Male,20,2.9,Computer Science,IoT (Internet of Things),Industrial IoT,IoT Developer,Average,Weak,Average
2591,Student_2591,Male,20,3.2,Computer Science,Network Security,Intrusion Detection,Security Analyst,Average,Average,Weak
2592,Student_2592,Female,26,3.8,Computer Science,Blockchain Technology,Smart Contract,Blockchain Developer,Average,Weak,Strong
2593,Student_2593,Female,23,3.4,Computer Science,Blockchain Technology,Crypto Wallet,Smart Contract Developer,Strong,Weak,Average
2594,Student_2594,Female,20,3.1,Computer Science,Cybersecurity,Firewall Configuration,Security Analyst,Weak,Strong,Strong
2595,Student_2595,Male,25,3.7,Computer Science,Blockchain Technology,DeFi Application,Smart Contract Developer,Strong,Weak,Average
2596,Student_2596,Female,24,3.9,Computer Science,Data Mining,Anomaly Detection,Data Scientist,Strong,Weak,Weak
2597,Student_2597,Female,25,3.2,Computer Science,Web Development,Social Media Platform,Frontend Developer,Strong,Weak,Weak
2598,Student_2598,Male,21,3.4,Computer Science,Mobile App Development,Android App,Mobile App Developer,Strong,Average,Strong
2599,Student_2599,Female,25,3.3,Computer Science,Software Engineering,Testing Framework,DevOps Engineer,Strong,Average,Weak
